_id,name,score,content
658a954a0fd33211a17faae1,여신,5.0,
658a954a0fd33211a17faae2,김상지,4.5,마음이라는 건 늘 너무 늦게 도착해서 더 슬프게만 느껴지는건지도 모르겠다
658a954a0fd33211a17faae3,seo_yoon,5.0,
658a954a0fd33211a17faae4,이동진 평론가,4.5,"눈의 잔상과 편지의 이명, 끝내 남아 있는 사랑의 흔적들."
658a954a0fd33211a17faae5,Jinho Jung,5.0,
658a954a0fd33211a17faae6,이해리,5.0,잘지내나요 나의 첫사랑\n\n보고싶지만 볼수없기에 대신 이 영화를 봅니다
658a954a0fd33211a17faae7,Arcturus,5.0,가슴이 아파서 이 편지는 보내지 못할 것 같습니다
658a954a0fd33211a17faae8,쉰 스틸러,5.0,"전화와 문자 메세지는 즉시 상대방에게 전달되지만, \n편지는 여러 사람의 손을 거쳐 며칠 혹은 그 이상의 시간이 흐른 후에야 누군가에게 전달된다. \n그 시간차가 주는 설레임, 그리움, 안타까움, 미안함..."
658a954a0fd33211a17faae9,이가은,5.0,미처 알아주지 못한 채 야속하게 지나치고 만 모든 첫사랑에게
